http://british-library.georeferencer.com/id/,path,title,link
002OSD000000022U00165000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000022U00165000.tif,Cleobury Mortimer,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/c/002osd000000022u00165000.html
002OSD000000023U00195000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000023U00195000.tif,Cambridge 23,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/c/002osd000000023u00195000.html
002OSD000000023U00243000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000023U00243000.tif,Cromer,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/c/002osd000000023u00243000.html
002OSD000000025U00256000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000025U00256000.tif,Crowle,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/c/002osd000000025u00256000.html
002OSD000000025U00265000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000025U00265000.tif,Cernioge Inn,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/c/002osd000000025u00265000.html
002OSD000000025U00266000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000025U00266000.tif,Caernarvon,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/c/002osd000000025u00266000.html
002OSD000000025U00268000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000025U00268000.tif,Capel Bettws,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/c/002osd000000025u00268000.html
002OSD000000025U00273000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000025U00273000.tif,Conway,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/c/002osd000000025u00273000.html
002OSD000000026U00280000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000026U00280000.tif,Chester 26,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/c/002osd000000026u00280000.html
002OSD000000026U00309000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000026U00309000.tif,Cyrn y Brain,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/c/002osd000000026u00309000.html
002OSD00000027AU00426000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD00000027AU00426000.tif,Cowes 27A,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/c/002osd00000027au00426000.html
002OSD00000027BU00446000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD00000027BU00446000.tif,"Cobham, Kent",http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/c/002osd00000027bu00446000.html
002OSD000000001U00016000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000001U00016000.tif,"Dartmoor Prison, Devon",http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/d/002osd000000001u00016000.html
002OSD000000002U00071000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000002U00071000.tif,Ditchling,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/d/002osd000000002u00071000.html
002OSD000000003U002270D1,2019_06\2019-02 Zoomify Geo - Folder 2\Collection British FDRIVE One Standardised 002-002\002OSD000000003U002270D1.tif,"Detail from OSD 267 pt.1 (Oakham, Boyce), detail showing Burley Park.",http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/d/002osd000000003u002270d1.html
002OSD000000006U00362000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000006U00362000.tif,Dungeness (Kent),http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/d/002osd000000006u00362000.html
002OSD000000006U00389000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000006U00389000.tif,Dagenham,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/d/002osd000000006u00389000.html
002OSD000000007U00042000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000007U00042000.tif,Dorchester,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/d/002osd000000007u00042000.html
002OSD000000012U00214000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000012U00214000.tif,Daventry,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/d/002osd000000012u00214000.html
002OSD000000014U003000D1,2019_06\2019-02 Zoomify Geo - Folder 2\Collection British FDRIVE One Standardised 002-003\002OSD000000014U003000D1.tif,"Detail from OSD,334 (Sudbury Park), showing Sudbury Hall",http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/d/002osd000000014u003000d1.html
002OSD000000015U00385000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000015U00385000.tif,"Dartford, Kent",http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/d/002osd000000015u00385000.html
002OSD000000016U00333000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000016U00333000.tif,Dunster,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/d/002osd000000016u00333000.html
002OSD000000017U00365000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000017U00365000.tif,Dover (Kent),http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/d/002osd000000017u00365000.html
002OSD000000018U00015000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000018U00015000.tif,"Dartmoor, Devon",http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/d/002osd000000018u00015000.html
002OSD000000020U000830D1,2019_06\2019-02 Zoomify Geo - Folder 2\Collection British FDRIVE One Standardised 002-000\002OSD000000020U000830D1.tif,"Detail from OSD 127 (Hampton Court), showing Kingston, Richmond and Twickenham",http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/d/002osd000000020u000830d1.html
002OSD000000020U000830D2,2019_06\2019-02 Zoomify Geo - Folder 2\Collection British FDRIVE One Standardised 002-000\002OSD000000020U000830D2.tif,Detail from OSD 127 (Hampton Court),http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/d/002osd000000020u000830d2.html
002OSD000000020U001040D1,2019_06\2019-02 Zoomify Geo - Folder 2\Collection British FDRIVE One Standardised 002-001\002OSD000000020U001040D1.tif,Detail from OSD 152 (Hampstead),http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/d/002osd000000020u001040d1.html
002OSD000000023U001910D1,2019_06\2019-02 Zoomify Geo - Folder 2\Collection British FDRIVE One Standardised 002-001\002OSD000000023U001910D1.tif,Detail from OSD 232 (Woburn),http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/d/002osd000000023u001910d1.html
002OSD000000027U003960D1,2019_06\2019-02 Zoomify Geo - Folder 2\Collection British FDRIVE One Standardised 002-003\002OSD000000027U003960D1.tif,"Detail from OSD 2, Mounts Bay, Cornwall. Showing gun emplacements on St. Michael's Mount.",http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/d/002osd000000027u003960d1.html
002OSD00000027AU00428000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD00000027AU00428000.tif,"Doddington, Kent(002OSD00000027AU00428000)",http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/d/002osd00000027au00428000.html
002OSD00000027AU00429000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD00000027AU00429000.tif,"Doddington, Kent(002OSD00000027AU00429000)",http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/d/002osd00000027au00429000.html
002OSD00000027AU00431000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD00000027AU00431000.tif,"Doddington, Kent(002OSD00000027AU00431000)",http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/d/002osd00000027au00431000.html
002OSD000000002U00011100,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000002U00011100.tif,East Ilsley,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/e/002osd000000002u00011100.html
002OSD000000002U00012200,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000002U00012200.tif,The Turnpike Road From Marlborough To Hungerford,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/e/002osd000000002u00011100.html
002OSD000000002U00072000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000002U00072000.tif,Eridge Park,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/e/002osd000000002u00072000.html
002OSD000000002U00074000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000002U00074000.tif,Eastbourne 2,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/e/002osd000000002u00074000.html
002OSD000000005U00328000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000005U00328000.tif,Exeter,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/e/002osd000000005u00328000.html
002OSD000000006U00369000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000006U00369000.tif,Ellham (Kent),http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/e/002osd000000006u00369000.html
002OSD000000006U00380000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000006U00380000.tif,"Eastling, Kent 6",http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/e/002osd000000006u00380000.html
002OSD000000008U00084000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000008U00084000.tif,Enfield,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/e/002osd000000008u00084000.html
002OSD000000008U00087000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000008U00087000.tif,Epping,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/e/002osd000000008u00087000.html
002OSD000000016U00325000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000016U00325000.tif,Exmouth,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/e/002osd000000016u00325000.html
002OSD000000017U00348000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000017U00348000.tif,Eynsford (Kent),http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/e/002osd000000017u00348000.html
002OSD000000019U00075000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000019U00075000.tif,East Grinstead 19,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/e/002osd000000019u00075000.html
002OSD000000023U00200000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000023U00200000.tif,East Dereham,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/e/002osd000000023u00200000.html#
002OSD000000025U00253000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000025U00253000.tif,E. Harling,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/e/002osd000000025u00253000.html
002OSD000000026U00279000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000026U00279000.tif,Eye,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/e/002osd000000026u00279000.html
002OSD000000026U002800D1,2019_06\2019-02 Zoomify Geo - Folder 2\Collection British FDRIVE One Standardised 002-002\002OSD000000026U002800D1.tif,"Erddig Wood, near Wrexham (detail from OSD Map 316 [Chester], surveyed in 1819)",http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/e/002osd000000026u002800d1.html
002OSD00000027AU00425000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD00000027AU00425000.tif,East Hampstead,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/e/002osd00000027au00425000.html
002OSD00000027AU00430000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD00000027AU00430000.tif,"Eastling, Kent 27A",http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/e/002osd00000027au00430000.html
0020SD000000005U00321000,2019_06\2019_06 Missing\0020SD000000005_00321000.tif,"Fowey, Cornwall",http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/f/0020sd000000005u00321000.html
002OSD000000006U00363000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000006U00363000.tif,Fairlight (East Sussex),http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/f/002osd000000006u00363000.html
002OSD000000010U00141000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000010U00141000.tif,Fishguard,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/f/002osd000000010u00141000.html
002OSD000000011U00204000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000011U00204000.tif,Fakenham,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/f/002osd000000011u00204000.html
002OSD000000014U00311000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000014U00311000.tif,Flint,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/f/002osd000000014u00311000.html
002OSD000000017U00366000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000017U00366000.tif,Folkstone (Kent),http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/f/002osd000000017u00366000.html
002OSD000000019U00044000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000019U00044000.tif,Frome,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/f/002osd000000019u00044000.html
002OSD000000019U00080000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000019U00080000.tif,Frogle,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/f/002osd000000019u00080000.html
002OSD000000023U00199000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000023U00199000.tif,Feltwell St. Nicholas,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/f/002osd000000023u00199000.html
002OSD00000027BU00434000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD00000027BU00434000.tif,"Faversham, Kent",http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/f/002osd00000027bu00434000.html
002OSD000000002U00064000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000002U00064000.tif,Godalming,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/g/002osd000000002u00064000.html
002OSD000000004U00288000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000004U00288000.tif,Golden Grove,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/g/002osd000000004u00288000.html
002OSD000000004U00302000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000004U00302000.tif,Glasllyn,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/g/002osd000000004u00302000.html
002OSD000000007U00035000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000007U00035000.tif,Glastonbury,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/g/002osd000000007u00035000.html
002OSD000000011U00175000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000011U00175000.tif,Great Malvern,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/g/002osd000000011u00175000.html
002OSD000000016U00360000,2019_06\2019-02 Zoomify Geo - Folder 2\Collection British FDRIVE One Standardised 002-003\002OSD000000016U00360000.tif,"Goudhurst, Kent 16",http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/g/002osd000000016u00360000.html
002OSD000000018U00004000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000018U00004000.tif,"Grampound, Cornwall",http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/g/002osd000000018u00004000.html
002OSD000000024U00238000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000024U00238000.tif,Grantham 24,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/g/002osd000000024u00238000.html
002OSD000000024U00247000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000024U00247000.tif,Grimsby,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/g/002osd000000024u00247000.html
002OSD000000003U00193000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000003U00193000.tif,Huntingdon,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd000000003u00193000.html
002OSD000000004U00257000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000004U00257000.tif,Hartshorn,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd000000004u00257000.html
002OSD000000004U00313000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000004U00313000.tif,Hooton Hall,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd000000004u00313000.html
002OSD000000005U00338000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000005U00338000.tif,Honiton,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd000000005u00338000.html
002OSD000000007U00054000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000007U00054000.tif,Hungerford,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd000000007u00054000.html
002OSD000000008U00077000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000008U00077000.tif,Hastings 8,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd000000008u00077000.html
002OSD000000009U00101000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000009U00101000.tif,Hatfield,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd000000009u00101000.html
002OSD000000009U00102000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000009U00102000.tif,Hemel Hempstead,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd000000009u00102000.html
002OSD000000011U00179000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000011U00179000.tif,Henley-in-Arden,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd000000011u00179000.html
002OSD000000012U00219000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000012U00219000.tif,Hinckley,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd000000012u00219000.html
002OSD000000012U00232000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000012U00232000.tif,Holbeach,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd000000012u00232000.html
002OSD000000015U00394000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000015U00394000.tif,Hadleigh,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd000000015u00394000.html
002OSD000000017U00364000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000017U00364000.tif,Hythe (Kent),http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd000000017u00364000.html
002OSD000000018U00002000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000018U00002000.tif,"Helston, Cornwall",http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd000000018u00002000.html
002OSD000000018U00022000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000018U00022000.tif,"Holsworthy, Devon",http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd000000018u00022000.html
002OSD000000018U00023000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000018U00023000.tif,"Hartland, Devon",http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd000000018u00023000.html
002OSD000000020U00083000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000020U00083000.tif,Hampton Court 20,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd000000020u00083000.html
002OSD000000020U00094000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000020U00094000.tif,Halstead,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd000000020u00094000.html
002OSD000000020U00104000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000020U00104000.tif,Hampstead,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd000000020u00104000.html
002OSD000000020U00106000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000020U00106000.tif,High Wycombe 20,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd000000020u00106000.html
002OSD000000021U00140000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000021U00140000.tif,Haverfordwest,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd000000021u00140000.html
002OSD000000022U00153000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000022U00153000.tif,Hay,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd000000022u00153000.html
002OSD000000022U00163000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000022U00163000.tif,Hereford 22,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd000000022u00163000.html
002OSD000000024U00245000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000024U00245000.tif,Horncastle,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd000000024u00245000.html
002OSD000000024U00246000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000024U00246000.tif,Hackthorn,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd000000024u00246000.html
002OSD000000025U00254000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000025U00254000.tif,Howden,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd000000025u00254000.html
002OSD000000025U00272000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000025U00272000.tif,"Hafod, Llanidloes",http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd000000025u00272000.html
002OSD000000026U00281000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000026U00281000.tif,Holyhead,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd000000026u00281000.html
002OSD00000027BU00437000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD00000027BU00437000.tif,Halstow (Kent),http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd00000027bu00437000.html
002OSD00000027BU00444000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD00000027BU00444000.tif,"Hadlow, Kent",http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/h/002osd00000027bu00444000.html
002OSD000000013U00255000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000013U00255000.tif,Isle-of-Axholme,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/i/002osd000000013u00255000.html
002OSD000000019U00031000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000019U00031000.tif,Ilminster(002OSD000000019U00031000),http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/i/002osd000000019u00031000.html
002OSD000000019U00032000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000019U00032000.tif,Ilminster(002OSD000000019U00032000),http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/i/002osd000000019u00032000.html
002OSD000000020U00095000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000020U00095000.tif,Ipswich,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/i/002osd000000020u00095000.html
002OSD000000001U00014000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000001U00014000.tif,"Kingsbridge, Devon",http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/k/002osd000000001u00014000.html
002OSD000000001U00055000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000001U00055000.tif,Kingsclere,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/k/002osd000000001u00055000.html
002OSD000000005U00355000,2019_06\2019-02 Zoomify Geo - Folder 2\Collection British FDRIVE One Standardised 002-003\002OSD000000005U00355000.tif,"Knole Park ,amp; Whitely Row, near Sevenoaks, Kent",http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/k/002osd000000005u00355000.html
002OSD000000011U00173000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000011U00173000.tif,Kidderminster,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/k/002osd000000011u00173000.html
002OSD000000012U00229000,2019_06\2019-02 Zoomify Geo - Folder 2\OSDs TIFF Versions\002OSD000000012U00229000.tif,Kettering,http://www.bl.uk/onlinegallery/onlineex/ordsurvdraw/k/002osd000000012u00229000.html
